Id,School Code,School Name,Year,Enrolment
1358,346,Parkdale Elementary School,2019,174
1359,236,Parkside Elementary School,2019,360
1360,347,Prince Street Elementary School,2019,229
1361,321,Queen Charlotte Intermediate School,2019,610
1362,233,Queen Elizabeth Elementary School,2019,337
1363,349,Sherwood Elementary School,2019,516
1364,234,Somerset Elementary School,2019,151
1365,412,Souris Regional School,2019,524
1366,451,Southern Kings Consolidated School,2019,188
1367,351,Spring Park Elementary School,2019,503
1368,354,St. Jean Elementary School,2019,107
1369,135,St. Louis Elementary School,2019,112
1370,323,Stonepark Intermediate School,2019,633
1371,358,Stratford Elementary School,2019,646
1372,220,Summerside Intermediate School,2019,496
1373,215,Three Oaks Senior High School,2019,757
1374,130,Tignish Elementary School,2019,174
1375,455,Vernon River Consolidated School,2019,183
1376,355,West Kent Elementary School,2019,300
1377,356,West Royalty Elementary School,2019,505
1378,113,Westisle Composite High School,2019,534
1379,350,Westwood Primary School,2019,558
